,요양기관명,종별코드명,시도코드명,시군구코드명,주소,좌표(X),좌표(Y),시군구,시군구 코드
1343,의료법인 토마스의료재단 안양윌스기념병원,병원,경기,안양동안구,경기도 안양시 동안구 경수대로 560 안양남부새마을금고 2-8층 (호계동),126.958234,37.3727681,경기도 안양시 동안구,41173
1344,의료법인 파란시티의료재단 부산항운병원,병원,부산,부산동래구,부산광역시 동래구 충렬대로348번길 1-1 (안락동),129.0960598,35.1976122,부산광역시 동래구,26260
1345,의료법인 평화의료재단 군산성신병원,병원,전북,군산시,전라북도 군산시 백토로 33-0  (문화동),126.7061379,35.9763309,전라북도 군산시,45130
1346,의료법인 평화의료재단 정읍성신병원,병원,전북,정읍시,전라북도 정읍시 충정로 344-5  (연지동),126.8477147,35.576321,전라북도 정읍시,45180
1347,의료법인 풍진의료재단 스마트허브병원,병원,경기,시흥시,"경기도 시흥시 공단1대로 263 스마트허브 N-CITY 지하01호, 121호, 127호, 153호 (정왕동)",126.7305321,37.3355259,경기도 시흥시,41390
1348,의료법인 학산의료재단 아라한국병원,병원,경남,함안군,경상남도 함안군 산인면 학산2길 17-50 (),128.4316027,35.2742178,경상남도 함안군,48730
1349,의료법인 한미의료재단 김숙자소아청소년병원,병원,충북,청주흥덕구,충청북도 청주시 흥덕구 직지대로 745-0 김숙자소아.청소년병원,127.4754639,36.6440216,충청북도 청주시 흥덕구,43113
1350,의료법인 한성재단 S서울병원,병원,경기,수원영통구,경기도 수원시 영통구 중부대로246번길 14 (매탄동),127.0417554,37.2746692,경기도 수원시 영통구,41117
1351,의료법인 한세의료재단 한세병원,병원,부산,부산해운대구,부산광역시 해운대구 세실로 31 대승프라임 6층 (좌동),129.179072,35.1678345,부산광역시 해운대구,26350
1352,의료법인 행복한의료재단 센텀병원,병원,경남,진주시,"경상남도 진주시 진주대로941번길 8 1,2층 (강남동)",128.087695,35.1842234,경상남도 진주시,48170
1353,의료법인 혜성병원,병원,전북,부안군,전라북도 부안군 부안읍 부령로 33 (),126.7461681,35.7328128,전라북도 부안군,45800
1354,의료법인 효민의료재단 큰사랑병원,병원,대구,대구북구,"대구광역시 북구 대현로 46 지하1층일부,1일부,5층,6층일부,7~8층 (대현동)",128.6046858,35.884639,대구광역시 북구,27230
1355,의료법인 힐튼의료재단 솔병원,병원,전북,부안군,전라북도 부안군 부안읍 석정로 170 (),126.7364142,35.7307024,전라북도 부안군,45800
1356,의료법인가은의료재단 혁신성모병원,병원,충북,진천군,충청북도 진천군 덕산읍 자안로 9-0,127.5345922,36.9041588,충청북도 진천군,43750
1357,의료법인가평의료재단 첨단선병원,병원,광주,광주북구,"광주광역시 북구 첨단연신로 25-0  1,2,4,5층 501호 (연제동)",126.863056,35.2002064,광주광역시 북구,29170
1358,의료법인강의료재단 강병원,병원,대구,대구북구,대구광역시 북구 노원로 70 (노원동3가),128.5699055,35.8936726,대구광역시 북구,27230
1359,의료법인건용의료재단 왜관병원,병원,경북,칠곡군,경상북도 칠곡군 왜관읍 군청2길 10 (),128.401513,35.996085,경상북도 칠곡군,47850
1360,의료법인경동의료재단효성병원,병원,대구,대구수성구,대구광역시 수성구 수성로 194 효성병원(본관) (중동),128.6127669,35.8427661,대구광역시 수성구,27290
1361,의료법인고려의료재단부산고려병원,병원,부산,부산남구,부산광역시 남구 수영로 238 (대연동),129.092639,35.1348734,부산광역시 남구,26290
1362,의료법인광양의료재단 광양병원,병원,전남,광양시,전라남도 광양시 광양읍 인덕로 992 (),127.58206,34.9712296,전라남도 광양시,46230
1363,의료법인구암의료재단 시티병원,병원,경북,포항북구,경상북도 포항시 북구 장량로31번길 56  (장성동),129.3851875,36.0876737,경상북도 포항시 북구,47113
1364,의료법인기상의료재단카이저병원,병원,경기,구리시,"경기도 구리시 건원대로 44 5,6,7층 (인창동, 태영빌딩)",127.1404879,37.6050767,경기도 구리시,41310
1365,의료법인나누리의료재단나누리병원,병원,인천,인천부평구,인천광역시 부평구 장제로 156 (부평동),126.7309501,37.4995278,인천광역시 부평구,28237
1366,의료법인나다의료재단 소망병원,병원,인천,인천부평구,인천광역시 부평구 장제로 137 (부평동),126.7298946,37.4974592,인천광역시 부평구,28237
1367,의료법인나라의료재단 드림나라병원,병원,부산,부산연제구,부산광역시 연제구 중앙대로 1175 (거제동),129.0796919,35.1924743,부산광역시 연제구,26470
1368,의료법인남우의료재단 진도전남병원,병원,전남,진도군,전라남도 진도군 진도읍 남문길 12-11 진도전남병원,126.2651434,34.4792719,전라남도 진도군,46900
1369,의료법인내일의료재단 현대여성아동병원,병원,전남,순천시,전라남도 순천시 장선배기1길 8  (조례동),127.5226911,34.9534001,전라남도 순천시,46150
1370,의료법인대남의료재단청도대남병원,병원,경북,청도군,경상북도 청도군 화양읍 청화로 79-7 (),128.7368062,35.6486288,경상북도 청도군,47820
1371,의료법인대송의료재단 곡성사랑병원,병원,전남,곡성군,전라남도 곡성군 곡성읍 곡성로 761 (),127.2879457,35.276282,전라남도 곡성군,46720
1372,의료법인동원의료재단강남동강병원,병원,울산,울산남구,울산광역시 남구 돋질로 80 (달동),129.3146046,35.5382803,울산광역시 남구,31140
1373,의료법인마리아의료재단마리아병원,병원,서울,동대문구,서울특별시 동대문구 천호대로 20 (신설동),127.0253291,37.5742265,서울특별시 동대문구,11230
1374,의료법인마리아의료재단마리아병원,병원,서울,송파구,서울특별시 송파구 송이로 152 마리아 의료재단 새병원 (가락동),127.1244081,37.4932775,서울특별시 송파구,11710
1375,의료법인명문의료재단 대구기독병원,병원,대구,대구달서구,대구광역시 달서구 달구벌대로 1750 (두류동),128.5568651,35.8570263,대구광역시 달서구,27290
1376,의료법인명보의료재단청춘병원,병원,경북,청도군,경상북도 청도군 매전면 청려로 3757-0 (),128.8604649,35.6711824,경상북도 청도군,47820
1377,의료법인명성의료재단영양병원,병원,경북,영양군,경상북도 영양군 영양읍 동서대로 75 (),129.1171477,36.6626832,경상북도 영양군,47760
1378,의료법인명은의료재단 명은병원,병원,부산,부산연제구,부산광역시 연제구 월드컵대로 184 명은 병원 (거제동),129.0766915,35.1881454,부산광역시 연제구,26470
1379,의료법인백산의료재단K마디병원,병원,대구,대구북구,대구광역시 북구 팔달로 217 (노원동2가),128.5739006,35.8881935,대구광역시 북구,27230
1380,의료법인백성의료재단 안중백병원,병원,경기,평택시,경기도 평택시 안중읍 서동대로 1931-21 (안중백병원),126.958637,37.003375,경기도 평택시,41220
1381,의료법인본플러스재단분당병원,병원,경기,성남분당구,"경기도 성남시 분당구 정자로 13 801,704호 (정자동, 월드비터)",127.10633,37.3637163,경기도 성남시 분당구,41135
1382,의료법인삼산의료재단 원주세인트병원,병원,강원,원주시,"강원도 원주시 혁신로 5-0  1동 (반곡동,세인트병원)",127.9751912,37.3262143,강원도 원주시,42130
1383,의료법인삼영의료재단 둔산병원,병원,대전,대전서구,대전광역시 서구 대덕대로175번길 60 메르하우젠 2층,127.3741914,36.3507236,대전광역시 서구,30170
1384,의료법인삼정의료재단포항여성병원,병원,경북,포항북구,경상북도 포항시 북구 포스코대로 269 (죽도동),129.3544437,36.0216748,경상북도 포항시 북구,47113
1385,의료법인삼호의료재단 삼호병원,병원,전남,보성군,전라남도 보성군 벌교읍 남하로 12 (),127.346233,34.833548,전라남도 보성군,46780
1386,의료법인상보의료재단 대구경상병원,병원,대구,대구달서구,"대구광역시 달서구 달구벌대로 1762 두류빌딩 1,4~6,8,9층 (두류동)",128.558434,35.8573412,대구광역시 달서구,27290
1387,의료법인상운의료재단동탄제일병원,병원,경기,화성시,경기도 화성시 삼성1로 144-6 (석우동),127.0785096,37.2164729,경기도 화성시,41590
1388,의료법인샘의료재단청주복음병원,병원,충북,청주서원구,충청북도 청주시 서원구 사직대로 160-0 두진하트리움에덴,127.4650587,36.6348175,울산광역시 남구,43110
1389,의료법인서강의료재단 서강병원,병원,부산,부산동구,"부산광역시 동구 중앙대로 514 2층3층 (범일동, 한성기린아파트)",129.0568585,35.1388001,부산광역시 동구,26170
1390,의료법인서광의료재단 성북중앙병원,병원,서울,성북구,서울특별시 성북구 종암로 72 (종암동),127.0356225,37.5967616,서울특별시 성북구,11290
1391,의료법인서연의료재단 신안천사병원,병원,전남,신안군,전라남도 신안군 암태면 중부로 1820-6 (),126.1149303,34.8289089,전라남도 신안군,46910
1392,의료법인서원의료재단김형근예병원,병원,경기,안양동안구,"경기도 안양시 동안구 관악대로 458 지하1층~지상8층 (관양동, 서진빌딩,456의2층~3층)",126.9733491,37.4037484,경기도 안양시 동안구,41173
1393,의료법인서일의료재단문경중앙병원,병원,경북,문경시,경상북도 문경시 중앙로 117-18  (점촌동),128.1990743,36.5959618,경상북도 문경시,47280
1394,의료법인서전의료재단한사랑병원,병원,경기,안산상록구,경기도 안산시 상록구 광덕1로 345 (이동),126.8484269,37.3070883,경기도 안산시 상록구,41271
1395,의료법인서호의료재단 서호하단병원,병원,부산,부산사하구,부산광역시 사하구 낙동대로 446 6층 602호~15층 (당리동),128.9700969,35.1051957,부산광역시 사하구,26380
1396,의료법인석촌의료재단성주무강병원,병원,경북,성주군,경상북도 성주군 성주읍 성주읍3길 5-3 (),128.286425,35.918801,경상북도 성주군,47840
1397,의료법인성베드로병원,병원,경기,의정부시,경기도 의정부시 평화로 622 (의정부동),127.0458277,37.7474703,경기도 의정부시,41150
1398,의료법인성석의료재단동작경희병원,병원,서울,동작구,서울특별시 동작구 상도로 146 (상도동),126.9358436,37.5025226,서울특별시 동작구,11590
1399,의료법인성신의료재단 다대수병원,병원,부산,부산사하구,부산광역시 사하구 다대로 565 (다대동),128.9708752,35.0559349,부산광역시 사하구,26380
1400,의료법인성전의료재단 대전신생병원,병원,대전,대전유성구,대전광역시 유성구 진잠옛로135번길 87  (학하동),127.3067821,36.3315194,대전광역시 유성구,30200
1401,의료법인성지의료재단제천성지병원,병원,충북,제천시,충청북도 제천시 의림대로 284  (청전동),128.2140323,37.1526759,충청북도 제천시,43150
1402,의료법인성하의료재단 누가병원,병원,전북,군산시,전라북도 군산시 백릉로 70 (조촌동),126.7335511,35.9752881,전라북도 군산시,45130
1403,의료법인세양의료재단신안병원,병원,전남,목포시,전라남도 목포시 산정로 12  (동명동),126.392807,34.789511,전라남도 목포시,46110
1404,의료법인센텀의료재단 서부산센텀병원,병원,부산,부산사상구,부산광역시 사상구 새벽로 226 (괘법동),128.9845613,35.1612103,부산광역시 사상구,26530
1405,의료법인송설의료재단수원백병원,병원,경기,수원팔달구,경기도 수원시 팔달구 정조로 793 (팔달로2가),127.016293,37.2790259,경기도 수원시 팔달구,41115
1406,의료법인송암의료재단마이크로재활병원,병원,충북,청주흥덕구,충청북도 청주시 흥덕구 사직대로 26-0 (복대동),127.4503499,36.6339963,충청북도 청주시 흥덕구,43113
1407,의료법인승연의료재단 삼천포서울병원,병원,경남,사천시,경상남도 사천시 남일로 33 (동금동),128.0804186,34.9332698,경상남도 사천시,48240
1408,의료법인승현의료재단 심산서울병원,병원,경남,창원의창구,경상남도 창원시 의창구 평산로 96 웰빙프라자 4-5층 (팔용동),128.6196834,35.2516385,경상남도 창원시 의창구,48121
1409,의료법인신안대우의료재단 신안대우병원,병원,전남,신안군,전라남도 신안군 비금면 송치길 155-11 (),125.9326075,34.7222702,전라남도 신안군,46910
1410,의료법인신화성의료재단 잘본병원,병원,경남,창원마산회원구,경상남도 창원시 마산회원구 합포로 285 (양덕동),128.5866431,35.2229044,경상남도 창원시 마산회원구,48127
1411,의료법인아너의료재단 아름다운강산병원,병원,부산,부산금정구,부산광역시 금정구 공단로 7 (금사동),129.1099198,35.2162976,부산광역시 금정구,26410
1412,의료법인아림의료재단서경병원,병원,경남,거창군,경상남도 거창군 거창읍 송정1길 24-13 서경병원,127.8977495,35.6812519,경상남도 거창군,48880
1413,의료법인양경의료재단 중앙U병원,병원,부산,부산사하구,부산광역시 사하구 감천로 59 (감천동),128.999001,35.0904003,부산광역시 사하구,26380
1414,의료법인양지의료재단 양지기쁨병원,병원,경북,경산시,"경상북도 경산시 경산로 174-0  A동 (옥산동,양지기쁨병원(A동)1층~4층)",128.726913,35.824025,경상북도 경산시,47290
1415,의료법인양진의료재단 성세아이들병원,병원,경기,평택시,경기도 평택시 조개터로42번길 61 (합정동),127.1061832,36.9903549,경기도 평택시,41220
1416,의료법인에스엠씨의료재단울산세민병원,병원,울산,울산중구,울산광역시 중구 학성로 184 (학성동),129.3309774,35.5566093,울산광역시 중구,31110
1417,의료법인열경의료재단 허병원,병원,대구,대구달서구,대구광역시 달서구 학산로 121 (본동),128.5395572,35.8336231,대구광역시 달서구,27290
1418,의료법인염광의료재단세광병원,병원,경남,창원진해구,경상남도 창원시 진해구 중원동로 55-1 (중앙동),128.6610389,35.14965,경상남도 창원시 진해구,48129
1419,의료법인영경의료재단호성전주병원,병원,전북,전주덕진구,전라북도 전주시 덕진구 동부대로 895 6층 (호성동1가),127.1478954,35.8654857,전라북도 전주시 덕진구,45113
1420,의료법인영암의료재단고령영생병원,병원,경북,고령군,경상북도 고령군 대가야읍 중앙로 33 (),128.2721571,35.7299781,경상북도 고령군,47830
1421,의료법인영재의료재단 큰솔병원,병원,부산,부산사상구,부산광역시 사상구 대동로 141 (학장동),128.9822913,35.1409207,부산광역시 사상구,26530
1422,의료법인영제의료재단영남제일병원,병원,경북,의성군,경상북도 의성군 안계면 용기4길 36 (),128.434316,36.3892714,경상북도 의성군,47730
1423,의료법인영진의료재단 엠아이병원,병원,경남,김해시,"경상남도 김해시 번화1로 36 501,601,701,801호 (대청동)",128.8008805,35.1907487,경상남도 김해시,48250
1424,의료법인우암의료재단진동태봉병원,병원,경남,창원마산합포구,경상남도 창원시 마산합포구 진동면 동전고개로 2 진동태봉병원,128.5109374,35.1454507,경상남도 창원시 마산합포구,48125
1425,의료법인원의료재단 주병원,병원,경남,김해시,경상남도 김해시 분성로727번길 8-18 (지내동),128.9218553,35.2307358,경상남도 김해시,48250
1426,의료법인위더스의료재단위더스병원,병원,경남,창원마산합포구,경상남도 창원시 마산합포구 동서동2길 45 (신포동2가),128.5731341,35.2020685,경상남도 창원시 마산합포구,48125
1427,의료법인인성의료재단 함평성심병원,병원,전남,함평군,전라남도 함평군 함평읍 영수길 132 (),126.519875,35.061925,전라남도 함평군,46860
1428,의료법인일산복음병원,병원,경기,고양일산동구,"경기도 고양시 일산동구 고양대로 760 가동 (중산동, 일산복음병원)",126.7800452,37.6819744,경기도 고양시 일산동구,41285
1429,의료법인자인의료재단(더자인병원),병원,경기,고양덕양구,"경기도 고양시 덕양구 중앙로 555 지하1,1-10층 (행신동)",126.8357507,37.6229778,경기도 고양시 덕양구,41281
1430,의료법인장호의료재단 녹동현대병원,병원,전남,고흥군,전라남도 고흥군 도양읍 차경구렁목길 215 (),127.1457,34.5462583,전라남도 고흥군,46770
1431,의료법인정애의료재단서울초이스병원,병원,서울,송파구,"서울특별시 송파구 올림픽로 579 (풍납동, 서울초이스병원)",127.1212686,37.5337225,서울특별시 송파구,11710
1432,의료법인정우의료재단프라우메디병원,병원,울산,울산남구,울산광역시 남구 삼산중로 94 (삼산동),129.3359246,35.5418919,울산광역시 남구,31140
1433,의료법인정화의료재단봉생힐링병원,병원,부산,부산남구,부산광역시 남구 양지골로 241 감만동 봉생 제3병원 (감만동),129.0839621,35.1183874,부산광역시 남구,26290
1434,의료법인제민의료재단동서병원,병원,서울,서대문구,서울특별시 서대문구 성산로 365-14 (연희동),126.9302881,37.5646698,서울특별시 서대문구,11410
1435,의료법인지원의료재단 굿모닝병원,병원,경남,밀양시,경상남도 밀양시 용평로5길 4-20 (용평동),128.7680501,35.490299,경상남도 밀양시,48270
1436,의료법인진의료재단 순천평화병원,병원,전남,순천시,전라남도 순천시 양율길 180  (대룡동),127.4832283,34.9073975,전라남도 순천시,46150
1437,의료법인창녕서울의료재단창녕서울병원,병원,경남,창녕군,경상남도 창녕군 창녕읍 창녕대로 122 (),128.4969234,35.5342299,경상남도 창녕군,48740
1438,의료법인청봉의료재단성누가병원,병원,경북,영주시,경상북도 영주시 구성로 329  (영주동),128.6246343,36.8215975,경상북도 영주시,47210
1439,의료법인청주병원,병원,충북,청주상당구,충청북도 청주시 상당구 상당로 163 163,127.4888295,36.6431192,충청북도 청주시 상당구,43111
1440,의료법인춘곡의료재단수성메트로병원,병원,대구,대구수성구,대구광역시 수성구 무열로 5 (만촌동),128.6460171,35.8594246,대구광역시 수성구,27290
1441,의료법인파스카의료재단 광양우리병원,병원,전남,광양시,전라남도 광양시 광양읍 숲샘길 80-0 (),127.5864183,34.9703402,전라남도 광양시,46230
1442,의료법인한국의료재단프라임병원,병원,서울,중랑구,서울특별시 중랑구 공릉로 76 (묵동),127.0794651,37.6172336,서울특별시 중랑구,11260
1443,의료법인한길의료재단한길안과병원,병원,인천,인천부평구,"인천광역시 부평구 부평대로 35 1층일부,2층~10층 (부평동, 정명빌딩)",126.722362,37.494578,인천광역시 부평구,28237
1444,의료법인한서의료재단 진영병원,병원,경남,김해시,경상남도 김해시 진영읍 김해대로334번길 9 (),128.7270259,35.3060563,경상남도 김해시,48250
1445,의료법인항운의료재단 목포노동병원,병원,전남,목포시,전라남도 목포시 수강로12번길 11-1  (행복동2가),126.3860375,34.7869417,전라남도 목포시,46110
1446,의료법인해성의료재단해성병원,병원,대구,대구달서구,대구광역시 달서구 계대동문로 96 (이곡동),128.5028247,35.8551111,대구광역시 달서구,27290
1447,의료법인해인의료재단 강화병원,병원,인천,인천강화군,인천광역시 강화군 강화읍 강화대로312번길 11 (),126.496084,37.7424393,인천광역시 강화군,28710
1448,의료법인해정의료재단더좋은병원,병원,대구,대구수성구,"대구광역시 수성구 명덕로 443 본관, 별관 (수성동3가)",128.6185054,35.8546128,대구광역시 수성구,27290
1449,의료법인행복나눔의료재단 장성병원,병원,전남,장성군,전라남도 장성군 장성읍 역전로 171 (),126.7835665,35.3058681,전라남도 장성군,46880
1450,의료법인현백의료재단사상고려병원,병원,부산,부산사상구,부산광역시 사상구 사상로 282 280일부 (덕포동),128.9827982,35.1699298,부산광역시 사상구,26530
1451,의료법인현암의료재단 포항우리병원,병원,경북,포항북구,경상북도 포항시 북구 포스코대로 256 (죽도동),129.3523389,36.0215498,경상북도 포항시 북구,47113
1452,의료법인혜수의료재단베리굿병원,병원,경기,남양주시,경기도 남양주시 별내5로5번길 5 지앤지프라자 3~7층 (별내동),127.1131426,37.6499251,경기도 남양주시,41360
1453,의료법인환명의료재단금강병원,병원,경남,김해시,경상남도 김해시 가락로 20 (부원동),128.883062,35.2283809,경상남도 김해시,48250
1454,의료법인희원 래봄병원,병원,경남,김해시,경상남도 김해시 분성로 202 (외동),128.8691545,35.2299506,경상남도 김해시,48250
1455,이노스이비인후과병원,병원,전남,순천시,전라남도 순천시 봉화3길 14-28  (조례동),127.5210363,34.9637664,전라남도 순천시,46150
1456,이레 아이병원,병원,경남,양산시,"경상남도 양산시 물금읍 청운로 185 504~507, 601~605호",129.0028103,35.3172103,경상남도 양산시,48330
1457,이샘병원,병원,부산,부산진구,"부산광역시 부산진구 황령대로 12 지하1층(일부), 1층(일부), 2~4층, 5층(일부), 6~8층, 9층(일부), 10층(일부) (범천동)",129.0611542,35.1476285,부산광역시 부산진구,26230
1458,이시아연세병원,병원,대구,대구동구,대구광역시 동구 팔공로 242-13 연세메디컬센터 지하2층~지상6층 (봉무동),128.6431243,35.9209151,대구광역시 동구,27140
1459,이안과병원,병원,대전,대전중구,대전광역시 중구 대종로 468 (대흥동),127.4276336,36.3263069,대전광역시 중구,30140
1460,이음병원,병원,경기,용인기흥구,경기도 용인시 기흥구 흥덕1로 97 5층~7층 (영덕동),127.0733284,37.274844,경기도 용인시 기흥구,41463
1461,이천엘리야병원,병원,경기,이천시,경기도 이천시 장호원읍 서동대로 8793 이천엘리야병원,127.6120629,37.1153787,경기도 이천시,41500
1462,이천파티마병원,병원,경기,이천시,경기도 이천시 경충대로 2560-2 (중리동),127.4490305,37.2747641,경기도 이천시,41500
1463,이화병원,병원,충남,천안서북구,충청남도 천안시 서북구 충무로 165 외 1(충무로 161) (쌍용동),127.1255011,36.7942423,충청남도 천안시 서북구,44133
1464,익산제일병원,병원,전북,익산시,전라북도 익산시 평동로 665  (인화동1가),126.9526717,35.931363,전라북도 익산시,45140
1465,인본병원,병원,경기,파주시,경기도 파주시 청암로17번길 31 3~8층 (목동동),126.7359063,37.7284902,경기도 파주시,41480
1466,인본병원,병원,경기,부천시,"경기도 부천시 상동로 90 메가플러스빌딩 504,504-2,505,508일부호 (상동)",126.7537185,37.5051724,경기도 부천시,41190
1467,인성병원,병원,강원,춘천시,강원도 춘천시 금강로 39 (낙원동),127.7268737,37.8812798,강원도 춘천시,42110
1468,인정병원,병원,서울,은평구,서울특별시 은평구 응암로 164 (응암동),126.9163519,37.5865312,서울특별시 은평구,11380
1469,인제고려병원,병원,강원,인제군,강원도 인제군 인제읍 비봉로 19 (인제읍),128.1735808,38.0677805,강원도 인제군,42810
1470,인제재활병원,병원,대구,대구수성구,대구광역시 수성구 신천동로84길 21 (수성동4가),128.611538,35.86164,대구광역시 수성구,27290
1471,인천광역시의료원백령병원,병원,인천,인천옹진군,인천광역시 옹진군 백령면 백령로 233 인천광역시의료원 백령병원,124.7210341,37.968009,인천광역시 옹진군,28720
1472,인천더드림병원,병원,인천,인천계양구,인천광역시 계양구 계양대로 123 (작전동),126.7221293,37.5349576,인천광역시 계양구,28245
1473,인천마디병원,병원,인천,인천계양구,인천광역시 계양구 계양대로 204 (계산동),126.7230062,37.5421215,인천광역시 계양구,28245
1474,인천아시아드병원,병원,인천,인천남동구,"인천광역시 남동구 인주대로 664 402호,501호 (구월동, 메인프라자2차)",126.7108112,37.4491755,인천광역시 남동구,28200
1475,인천연세병원,병원,인천,인천서구,인천광역시 서구 승학로 320 (연희동),126.6744031,37.5503,인천광역시 서구,28260
1476,인천하이병원,병원,인천,인천계양구,인천광역시 계양구 경명대로 1107 (계산동),126.7300852,37.5435518,인천광역시 계양구,28245
1477,일광아동병원,병원,부산,부산기장군,부산광역시 기장군 일광읍 해빛6로 85-16 일광청보리더스 6~9층,129.2256459,35.2656352,부산광역시 기장군,26710
1478,일산복음재활병원,병원,경기,고양일산동구,"경기도 고양시 일산동구 고양대로 760-760 나동 6~10층 (중산동, 일산복음병원)",,,경기도 고양시 일산동구,41285
1479,일산이십일세기병원,병원,경기,고양일산동구,경기도 고양시 일산동구 중앙로 1059 ISD빌딩 3~8층 (백석동),126.7861723,37.6439354,경기도 고양시 일산동구,41285
1480,일산중심재활병원,병원,경기,고양일산서구,경기도 고양시 일산서구 미래로 227 일산중심병원 지하1-지상4층 (덕이동),126.7460892,37.6999585,경기도 고양시 일산서구,41287
1481,일산하이병원,병원,경기,고양일산동구,경기도 고양시 일산동구 고양대로 761 (중산동),126.7806167,37.6825471,경기도 고양시 일산동구,41285
1482,자연안에병원,병원,부산,부산강서구,부산광역시 강서구 명지오션시티4로 99 3~10층 (명지동),128.9039428,35.0801998,부산광역시 강서구,26440
1483,자이비뇨의학과병원,병원,서울,서초구,서울특별시 서초구 서운로 220 대지스포츠프라자 4층 (서초동),127.0217872,37.5027161,서울특별시 서초구,11650
1484,자재병원,병원,울산,울산울주군,울산광역시 울주군 상북면 소야정길 216-39 (),129.0671927,35.6059053,울산광역시 울주군,31710
1485,장동욱병원,병원,경기,안산단원구,경기도 안산시 단원구 동산로 60 3층 (원시동),126.7968992,37.3129577,경기도 안산시 단원구,41273
1486,장림한서병원,병원,부산,부산사하구,부산광역시 사하구 다대로 315 (장림동),128.9769707,35.0741258,부산광역시 사하구,26380
1487,장성혜원병원,병원,전남,장성군,전라남도 장성군 장성읍 강변안길 22 (),126.774488,35.2977611,전라남도 장성군,46880
1488,장스여성병원,병원,서울,중랑구,서울특별시 중랑구 용마산로117길 49 장스여성병원 비동 (7층 일부제외)동 (망우동),127.0975614,37.5997087,서울특별시 중랑구,11260
1489,장튼위튼병원,병원,서울,관악구,서울특별시 관악구 남부순환로 1867 (봉천동),126.957342,37.4798225,서울특별시 관악구,11620
1490,장흥우리병원,병원,전남,장흥군,전라남도 장흥군 장흥읍 흥성로 83 (장흥읍),126.9110664,34.6783837,전라남도 장흥군,46800
1491,장흥통합의료병원,병원,전남,장흥군,전라남도 장흥군 안양면 로하스로 121 (),126.9583701,34.6790436,전라남도 장흥군,46800
1492,재)정선의료재단 군립병원,병원,강원,정선군,강원도 정선군 사북읍 지장천로 727,128.8261822,37.2257003,강원도 정선군,42770
1493,재단법인 베스티안재단 베스티안부산병원,병원,부산,부산북구,부산광역시 북구 화명대로 1 (화명동),129.0086207,35.2355818,부산광역시 북구,26320
1494,재단법인 원불교 원병원,병원,전북,익산시,전라북도 익산시 익산대로25길 18  (신동),126.9525231,35.9668133,전라북도 익산시,45140
1495,재단법인대성병원,병원,서울,서대문구,서울특별시 서대문구 세무서길 20 (홍제동),126.9458032,37.5889296,서울특별시 서대문구,11410
1496,재단법인대한스포츠의학재단강남나무병원,병원,서울,강남구,"서울특별시 강남구 영동대로 225 경희한방병원 1층일부,2,3,8층 (대치동)",127.0676539,37.4992672,서울특별시 강남구,11680
1497,재단법인베스티안재단베스티안서울병원,병원,서울,성동구,서울특별시 성동구 왕십리로 382 (하왕십리동),127.0280199,37.5651103,서울특별시 성동구,11200
1498,재단법인원진녹색병원,병원,경기,구리시,경기도 구리시 동구릉로 65 (인창동),127.1338191,37.605975,경기도 구리시,41310
1499,저스트병원,병원,인천,인천미추홀구,인천광역시 미추홀구 석정로 21 4~7층 (숭의동),126.6420538,37.461737,인천광역시 미추홀구,28177
1500,전남중앙병원,병원,전남,목포시,전라남도 목포시 고하대로 724  (산정동),126.375678,34.8104274,전라남도 목포시,46110
1501,전라남도 강진의료원,병원,전남,강진군,전라남도 강진군 강진읍 탐진로 5 (),126.7578654,34.6368113,전라남도 강진군,46810
1502,전병원,병원,인천,인천남동구,"인천광역시 남동구 인주대로 845 847, 하촌로 4-20동 (만수동, 신성빌딩)",126.731347,37.4487156,인천광역시 남동구,28200
1503,전주21세기병원,병원,전북,전주덕진구,전라북도 전주시 덕진구 송천중앙로 43 (덕진동2가),127.1195743,35.8509213,전라북도 전주시 덕진구,45113
1504,전주기독병원,병원,전북,전주완산구,"전라북도 전주시 완산구 거마평로 185 (효자동1가,398-5)",127.1154083,35.8087166,전라북도 전주시 완산구,45111
1505,전주다솔아동병원,병원,전북,전주완산구,전라북도 전주시 완산구 우전로 250  (효자동2가),127.1021973,35.8171631,전라북도 전주시 완산구,45111
1506,전주문병원,병원,전북,전주완산구,"전라북도 전주시 완산구 용머리로 106-0  0동 (효자동1가,전주문병원)",127.1217315,35.8058203,전라북도 전주시 완산구,45111
1507,전주샘물아동병원,병원,전북,전주완산구,"전라북도 전주시 완산구 세내로 285-0  1동 5층 (효자동3가,샘물아동병원)",127.111419,35.8155514,전라북도 전주시 완산구,45111
1508,전주신세계정형외과병원,병원,전북,전주덕진구,전라북도 전주시 덕진구 송천중앙로 125 (송천동1가),127.1205917,35.8582393,전라북도 전주시 덕진구,45113
1509,전주우리들병원,병원,전북,전주완산구,전라북도 전주시 완산구 쑥고개로 398-16 (효자동2가),127.1081943,35.8031428,전라북도 전주시 완산구,45111
1510,전주우리병원,병원,전북,전주완산구,"전라북도 전주시 완산구 백제대로 140 4,5층 (효자동1가, 효자메디컬프라자)",127.1238833,35.805427,전라북도 전주시 완산구,45111
1511,전주우석병원,병원,전북,전주완산구,전라북도 전주시 완산구 어은로 46 (중화산동2가),127.128492,35.8173746,전라북도 전주시 완산구,45111
1512,정관우리아동병원,병원,부산,부산기장군,부산광역시 기장군 정관읍 정관중앙로 56 프라임빌딩,129.179536,35.3217486,부산광역시 기장군,26710
